match_date,day,match_hour,week,country,season,league,venue,team,gf,ga,opponent,result,goal_diff
2025-04-06,Sunday,15,31,England,2024/2025,Premier League,Away,Man City,0,0,Man United,D,0
2025-04-12,Saturday,11,32,England,2024/2025,Premier League,Home,Man City,5,2,Crystal Palace,W,3
2025-04-19,Saturday,14,33,England,2024/2025,Premier League,Away,Man City,2,0,Everton,W,2
2025-04-22,Tuesday,19,34,England,2024/2025,Premier League,Home,Man City,2,1,Aston Villa,W,1
2025-05-02,Friday,19,35,England,2024/2025,Premier League,Home,Man City,1,0,Wolverhampton,W,1
2025-05-10,Saturday,14,36,England,2024/2025,Premier League,Away,Man City,0,0,Southampton,D,0
2025-05-20,Tuesday,19,37,England,2024/2025,Premier League,Home,Man City,3,1,Bournemouth,W,2
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Away,Man City,2,0,Fulham,W,2
2024-08-16,Friday,19,1,England,2024/2025,Premier League,Home,Man United,1,0,Fulham,W,1
2024-08-24,Saturday,11,2,England,2024/2025,Premier League,Away,Man United,1,2,Brighton Hove,L,-1
2024-09-01,Sunday,15,3,England,2024/2025,Premier League,Home,Man United,0,3,Liverpool,L,-3
2024-09-14,Saturday,11,4,England,2024/2025,Premier League,Away,Man United,3,0,Southampton,W,3
2024-09-21,Saturday,16,5,England,2024/2025,Premier League,Away,Man United,0,0,Crystal Palace,D,0
2024-09-29,Sunday,15,6,England,2024/2025,Premier League,Home,Man United,0,3,Tottenham,L,-3
2024-10-06,Sunday,13,7,England,2024/2025,Premier League,Away,Man United,0,0,Aston Villa,D,0
2024-10-19,Saturday,14,8,England,2024/2025,Premier League,Home,Man United,2,1,Brentford,W,1
2024-10-27,Sunday,14,9,England,2024/2025,Premier League,Away,Man United,1,2,West Ham,L,-1
2024-11-03,Sunday,16,10,England,2024/2025,Premier League,Home,Man United,1,1,Chelsea,D,0
2024-11-10,Sunday,14,11,England,2024/2025,Premier League,Home,Man United,3,0,Leicester City,W,3
2024-11-24,Sunday,16,12,England,2024/2025,Premier League,Away,Man United,1,1,Ipswich Town,D,0
2024-12-01,Sunday,13,13,England,2024/2025,Premier League,Home,Man United,4,0,Everton,W,4
2024-12-04,Wednesday,20,14,England,2024/2025,Premier League,Away,Man United,0,2,Arsenal,L,-2
2024-12-07,Saturday,17,15,England,2024/2025,Premier League,Home,Man United,2,3,Nottingham,L,-1
2024-12-15,Sunday,16,16,England,2024/2025,Premier League,Away,Man United,2,1,Man City,W,1
2024-12-22,Sunday,14,17,England,2024/2025,Premier League,Home,Man United,0,3,Bournemouth,L,-3
2024-12-26,Thursday,17,18,England,2024/2025,Premier League,Away,Man United,0,2,Wolverhampton,L,-2
2024-12-30,Monday,20,19,England,2024/2025,Premier League,Home,Man United,0,2,Newcastle,L,-2
2025-01-05,Sunday,16,20,England,2024/2025,Premier League,Away,Man United,2,2,Liverpool,D,0
2025-01-16,Thursday,20,21,England,2024/2025,Premier League,Home,Man United,3,1,Southampton,W,2
2025-01-19,Sunday,14,22,England,2024/2025,Premier League,Home,Man United,1,3,Brighton Hove,L,-2
2025-01-26,Sunday,19,23,England,2024/2025,Premier League,Away,Man United,1,0,Fulham,W,1
2025-02-02,Sunday,14,24,England,2024/2025,Premier League,Home,Man United,0,2,Crystal Palace,L,-2
2025-02-16,Sunday,16,25,England,2024/2025,Premier League,Away,Man United,0,1,Tottenham,L,-1
2025-02-22,Saturday,12,26,England,2024/2025,Premier League,Away,Man United,2,2,Everton,D,0
2025-02-26,Wednesday,19,27,England,2024/2025,Premier League,Home,Man United,3,2,Ipswich Town,W,1
2025-03-09,Sunday,16,28,England,2024/2025,Premier League,Home,Man United,1,1,Arsenal,D,0
2025-03-16,Sunday,19,29,England,2024/2025,Premier League,Away,Man United,3,0,Leicester City,W,3
2025-04-01,Tuesday,19,30,England,2024/2025,Premier League,Away,Man United,0,1,Nottingham,L,-1
2025-04-06,Sunday,15,31,England,2024/2025,Premier League,Home,Man United,0,0,Man City,D,0
2025-04-13,Sunday,15,32,England,2024/2025,Premier League,Away,Man United,1,4,Newcastle,L,-3
2025-04-20,Sunday,13,33,England,2024/2025,Premier League,Home,Man United,0,1,Wolverhampton,L,-1
2025-04-27,Sunday,13,34,England,2024/2025,Premier League,Away,Man United,1,1,Bournemouth,D,0
2025-05-04,Sunday,13,35,England,2024/2025,Premier League,Away,Man United,3,4,Brentford,L,-1
2025-05-11,Sunday,13,36,England,2024/2025,Premier League,Home,Man United,0,2,West Ham,L,-2
2025-05-16,Friday,19,37,England,2024/2025,Premier League,Away,Man United,0,1,Chelsea,L,-1
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Home,Man United,2,0,Aston Villa,W,2
2024-08-17,Saturday,14,1,England,2024/2025,Premier League,Home,Newcastle,1,0,Southampton,W,1
2024-08-25,Sunday,13,2,England,2024/2025,Premier League,Away,Newcastle,1,1,Bournemouth,D,0
2024-09-01,Sunday,12,3,England,2024/2025,Premier League,Home,Newcastle,2,1,Tottenham,W,1
2024-09-15,Sunday,15,4,England,2024/2025,Premier League,Away,Newcastle,2,1,Wolverhampton,W,1
2024-09-21,Saturday,14,5,England,2024/2025,Premier League,Away,Newcastle,1,3,Fulham,L,-2
2024-09-28,Saturday,11,6,England,2024/2025,Premier League,Home,Newcastle,1,1,Man City,D,0
2024-10-05,Saturday,16,7,England,2024/2025,Premier League,Away,Newcastle,0,0,Everton,D,0
2024-10-19,Saturday,14,8,England,2024/2025,Premier League,Home,Newcastle,0,1,Brighton Hove,L,-1
2024-10-27,Sunday,14,9,England,2024/2025,Premier League,Away,Newcastle,1,2,Chelsea,L,-1
2024-11-02,Saturday,12,10,England,2024/2025,Premier League,Home,Newcastle,1,0,Arsenal,W,1
2024-11-10,Sunday,14,11,England,2024/2025,Premier League,Away,Newcastle,3,1,Nottingham,W,2
2024-11-25,Monday,20,12,England,2024/2025,Premier League,Home,Newcastle,0,2,West Ham,L,-2
2024-11-30,Saturday,15,13,England,2024/2025,Premier League,Away,Newcastle,1,1,Crystal Palace,D,0
2024-12-04,Wednesday,19,14,England,2024/2025,Premier League,Home,Newcastle,3,3,Liverpool,D,0
2024-12-07,Saturday,15,15,England,2024/2025,Premier League,Away,Newcastle,2,4,Brentford,L,-2
2024-12-14,Saturday,15,16,England,2024/2025,Premier League,Home,Newcastle,4,0,Leicester City,W,4
2024-12-21,Saturday,15,17,England,2024/2025,Premier League,Away,Newcastle,4,0,Ipswich Town,W,4
2024-12-26,Thursday,15,18,England,2024/2025,Premier League,Home,Newcastle,3,0,Aston Villa,W,3
2024-12-30,Monday,20,19,England,2024/2025,Premier League,Away,Newcastle,2,0,Man United,W,2
2025-01-04,Saturday,12,20,England,2024/2025,Premier League,Away,Newcastle,2,1,Tottenham,W,1
2025-01-15,Wednesday,19,21,England,2024/2025,Premier League,Home,Newcastle,3,0,Wolverhampton,W,3
2025-01-18,Saturday,12,22,England,2024/2025,Premier League,Home,Newcastle,1,4,Bournemouth,L,-3
2025-01-25,Saturday,15,23,England,2024/2025,Premier League,Away,Newcastle,3,1,Southampton,W,2
2025-02-01,Saturday,15,24,England,2024/2025,Premier League,Home,Newcastle,1,2,Fulham,L,-1
2025-02-15,Saturday,15,25,England,2024/2025,Premier League,Away,Newcastle,0,4,Man City,L,-4
2025-02-23,Sunday,14,26,England,2024/2025,Premier League,Home,Newcastle,4,3,Nottingham,W,1
2025-02-26,Wednesday,20,27,England,2024/2025,Premier League,Away,Newcastle,0,2,Liverpool,L,-2
2025-03-10,Monday,20,28,England,2024/2025,Premier League,Away,Newcastle,1,0,West Ham,W,1
2025-04-02,Wednesday,18,30,England,2024/2025,Premier League,Home,Newcastle,2,1,Brentford,W,1
2025-04-07,Monday,19,31,England,2024/2025,Premier League,Away,Newcastle,3,0,Leicester City,W,3
2025-04-13,Sunday,15,32,England,2024/2025,Premier League,Home,Newcastle,4,1,Man United,W,3
2025-04-16,Wednesday,18,29,England,2024/2025,Premier League,Home,Newcastle,5,0,Crystal Palace,W,5
2025-04-19,Saturday,16,33,England,2024/2025,Premier League,Away,Newcastle,1,4,Aston Villa,L,-3
2025-04-26,Saturday,14,34,England,2024/2025,Premier League,Home,Newcastle,3,0,Ipswich Town,W,3
2025-05-04,Sunday,13,35,England,2024/2025,Premier League,Away,Newcastle,1,1,Brighton Hove,D,0
2025-05-11,Sunday,11,36,England,2024/2025,Premier League,Home,Newcastle,2,0,Chelsea,W,2
2025-05-18,Sunday,15,37,England,2024/2025,Premier League,Away,Newcastle,0,1,Arsenal,L,-1
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Home,Newcastle,0,1,Everton,L,-1
2024-08-19,Monday,19,1,England,2024/2025,Premier League,Away,Tottenham,1,1,Leicester City,D,0
2024-08-24,Saturday,14,2,England,2024/2025,Premier League,Home,Tottenham,4,0,Everton,W,4
2024-09-01,Sunday,12,3,England,2024/2025,Premier League,Away,Tottenham,1,2,Newcastle,L,-1
2024-09-15,Sunday,13,4,England,2024/2025,Premier League,Home,Tottenham,0,1,Arsenal,L,-1
2024-09-21,Saturday,14,5,England,2024/2025,Premier League,Home,Tottenham,3,1,Brentford,W,2
2024-09-29,Sunday,15,6,England,2024/2025,Premier League,Away,Tottenham,3,0,Man United,W,3
2024-10-06,Sunday,15,7,England,2024/2025,Premier League,Away,Tottenham,2,3,Brighton Hove,L,-1
2024-10-19,Saturday,11,8,England,2024/2025,Premier League,Home,Tottenham,4,1,West Ham,W,3
2024-10-27,Sunday,14,9,England,2024/2025,Premier League,Away,Tottenham,0,1,Crystal Palace,L,-1
2024-11-03,Sunday,14,10,England,2024/2025,Premier League,Home,Tottenham,4,1,Aston Villa,W,3
2024-11-10,Sunday,14,11,England,2024/2025,Premier League,Home,Tottenham,1,2,Ipswich Town,L,-1
2024-11-23,Saturday,17,12,England,2024/2025,Premier League,Away,Tottenham,4,0,Man City,W,4
2024-12-01,Sunday,13,13,England,2024/2025,Premier League,Home,Tottenham,1,1,Fulham,D,0
2024-12-05,Thursday,20,14,England,2024/2025,Premier League,Away,Tottenham,0,1,Bournemouth,L,-1
2024-12-08,Sunday,16,15,England,2024/2025,Premier League,Home,Tottenham,3,4,Chelsea,L,-1
2024-12-15,Sunday,19,16,England,2024/2025,Premier League,Away,Tottenham,5,0,Southampton,W,5
2024-12-22,Sunday,16,17,England,2024/2025,Premier League,Home,Tottenham,3,6,Liverpool,L,-3
2024-12-26,Thursday,15,18,England,2024/2025,Premier League,Away,Tottenham,0,1,Nottingham,L,-1
2024-12-29,Sunday,15,19,England,2024/2025,Premier League,Home,Tottenham,2,2,Wolverhampton,D,0
2025-01-04,Saturday,12,20,England,2024/2025,Premier League,Home,Tottenham,1,2,Newcastle,L,-1
2025-01-15,Wednesday,20,21,England,2024/2025,Premier League,Away,Tottenham,1,2,Arsenal,L,-1
2025-01-19,Sunday,14,22,England,2024/2025,Premier League,Away,Tottenham,2,3,Everton,L,-1
2025-01-26,Sunday,14,23,England,2024/2025,Premier League,Home,Tottenham,1,2,Leicester City,L,-1
2025-02-02,Sunday,14,24,England,2024/2025,Premier League,Away,Tottenham,2,0,Brentford,W,2
2025-02-16,Sunday,16,25,England,2024/2025,Premier League,Home,Tottenham,1,0,Man United,W,1
2025-02-22,Saturday,15,26,England,2024/2025,Premier League,Away,Tottenham,4,1,Ipswich Town,W,3
2025-02-26,Wednesday,19,27,England,2024/2025,Premier League,Home,Tottenham,0,1,Man City,L,-1
2025-03-09,Sunday,14,28,England,2024/2025,Premier League,Home,Tottenham,2,2,Bournemouth,D,0
2025-03-16,Sunday,13,29,England,2024/2025,Premier League,Away,Tottenham,0,2,Fulham,L,-2
2025-04-03,Thursday,19,30,England,2024/2025,Premier League,Away,Tottenham,0,1,Chelsea,L,-1
2025-04-06,Sunday,13,31,England,2024/2025,Premier League,Home,Tottenham,3,1,Southampton,W,2
2025-04-13,Sunday,13,32,England,2024/2025,Premier League,Away,Tottenham,2,4,Wolverhampton,L,-2
2025-04-21,Monday,19,33,England,2024/2025,Premier League,Home,Tottenham,1,2,Nottingham,L,-1
2025-04-27,Sunday,15,34,England,2024/2025,Premier League,Away,Tottenham,1,5,Liverpool,L,-4
2025-05-04,Sunday,13,35,England,2024/2025,Premier League,Away,Tottenham,1,1,West Ham,D,0
2025-05-11,Sunday,13,36,England,2024/2025,Premier League,Home,Tottenham,0,2,Crystal Palace,L,-2
2025-05-16,Friday,18,37,England,2024/2025,Premier League,Away,Tottenham,0,2,Aston Villa,L,-2
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Home,Tottenham,1,4,Brighton Hove,L,-3
2024-08-17,Saturday,14,1,England,2024/2025,Premier League,Away,Wolverhampton,0,2,Arsenal,L,-2
2024-08-25,Sunday,13,2,England,2024/2025,Premier League,Home,Wolverhampton,2,6,Chelsea,L,-4
2024-08-31,Saturday,14,3,England,2024/2025,Premier League,Away,Wolverhampton,1,1,Nottingham,D,0
2024-09-15,Sunday,15,4,England,2024/2025,Premier League,Home,Wolverhampton,1,2,Newcastle,L,-1
2024-09-21,Saturday,14,5,England,2024/2025,Premier League,Away,Wolverhampton,1,3,Aston Villa,L,-2
2024-09-28,Saturday,16,6,England,2024/2025,Premier League,Home,Wolverhampton,1,2,Liverpool,L,-1
2024-10-05,Saturday,14,7,England,2024/2025,Premier League,Away,Wolverhampton,3,5,Brentford,L,-2
2024-10-20,Sunday,13,8,England,2024/2025,Premier League,Home,Wolverhampton,1,2,Man City,L,-1
2024-10-26,Saturday,14,9,England,2024/2025,Premier League,Away,Wolverhampton,2,2,Brighton Hove,D,0
2024-11-02,Saturday,17,10,England,2024/2025,Premier League,Home,Wolverhampton,2,2,Crystal Palace,D,0
2024-11-09,Saturday,15,11,England,2024/2025,Premier League,Home,Wolverhampton,2,0,Southampton,W,2
2024-11-23,Saturday,15,12,England,2024/2025,Premier League,Away,Wolverhampton,4,1,Fulham,W,3
2024-11-30,Saturday,15,13,England,2024/2025,Premier League,Home,Wolverhampton,2,4,Bournemouth,L,-2
2024-12-04,Wednesday,19,14,England,2024/2025,Premier League,Away,Wolverhampton,0,4,Everton,L,-4
2024-12-09,Monday,20,15,England,2024/2025,Premier League,Away,Wolverhampton,1,2,West Ham,L,-1
2024-12-14,Saturday,15,16,England,2024/2025,Premier League,Home,Wolverhampton,1,2,Ipswich Town,L,-1
2024-12-22,Sunday,14,17,England,2024/2025,Premier League,Away,Wolverhampton,3,0,Leicester City,W,3
2024-12-26,Thursday,17,18,England,2024/2025,Premier League,Home,Wolverhampton,2,0,Man United,W,2
2024-12-29,Sunday,15,19,England,2024/2025,Premier League,Away,Wolverhampton,2,2,Tottenham,D,0
2025-01-06,Monday,20,20,England,2024/2025,Premier League,Home,Wolverhampton,0,3,Nottingham,L,-3
2025-01-15,Wednesday,19,21,England,2024/2025,Premier League,Away,Wolverhampton,0,3,Newcastle,L,-3
2025-01-20,Monday,20,22,England,2024/2025,Premier League,Away,Wolverhampton,1,3,Chelsea,L,-2
2025-01-25,Saturday,15,23,England,2024/2025,Premier League,Home,Wolverhampton,0,1,Arsenal,L,-1
2025-02-01,Saturday,17,24,England,2024/2025,Premier League,Home,Wolverhampton,2,0,Aston Villa,W,2
2025-02-16,Sunday,14,25,England,2024/2025,Premier League,Away,Wolverhampton,1,2,Liverpool,L,-1
2025-02-22,Saturday,15,26,England,2024/2025,Premier League,Away,Wolverhampton,1,0,Bournemouth,W,1
2025-02-25,Tuesday,19,27,England,2024/2025,Premier League,Home,Wolverhampton,1,2,Fulham,L,-1
2025-03-08,Saturday,20,28,England,2024/2025,Premier League,Home,Wolverhampton,1,1,Everton,D,0
2025-03-15,Saturday,15,29,England,2024/2025,Premier League,Away,Wolverhampton,2,1,Southampton,W,1
2025-04-01,Tuesday,18,30,England,2024/2025,Premier League,Home,Wolverhampton,1,0,West Ham,W,1
2025-04-05,Saturday,14,31,England,2024/2025,Premier League,Away,Wolverhampton,2,1,Ipswich Town,W,1
2025-04-13,Sunday,13,32,England,2024/2025,Premier League,Home,Wolverhampton,4,2,Tottenham,W,2
2025-04-20,Sunday,13,33,England,2024/2025,Premier League,Away,Wolverhampton,1,0,Man United,W,1
2025-04-26,Saturday,14,34,England,2024/2025,Premier League,Home,Wolverhampton,3,0,Leicester City,W,3
2025-05-02,Friday,19,35,England,2024/2025,Premier League,Away,Wolverhampton,0,1,Man City,L,-1
2025-05-10,Saturday,14,36,England,2024/2025,Premier League,Home,Wolverhampton,0,2,Brighton Hove,L,-2
2025-05-20,Tuesday,19,37,England,2024/2025,Premier League,Away,Wolverhampton,2,4,Crystal Palace,L,-2
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Home,Wolverhampton,1,1,Brentford,D,0
2024-08-19,Monday,19,1,England,2024/2025,Premier League,Home,Leicester City,1,1,Tottenham,D,0
2024-08-24,Saturday,14,2,England,2024/2025,Premier League,Away,Leicester City,1,2,Fulham,L,-1
2024-08-31,Saturday,14,3,England,2024/2025,Premier League,Home,Leicester City,1,2,Aston Villa,L,-1
2024-09-14,Saturday,14,4,England,2024/2025,Premier League,Away,Leicester City,2,2,Crystal Palace,D,0
2024-09-21,Saturday,14,5,England,2024/2025,Premier League,Home,Leicester City,1,1,Everton,D,0
2024-09-28,Saturday,14,6,England,2024/2025,Premier League,Away,Leicester City,2,4,Arsenal,L,-2
2024-10-05,Saturday,14,7,England,2024/2025,Premier League,Home,Leicester City,1,0,Bournemouth,W,1
2024-10-19,Saturday,14,8,England,2024/2025,Premier League,Away,Leicester City,3,2,Southampton,W,1
2024-10-25,Friday,19,9,England,2024/2025,Premier League,Home,Leicester City,1,3,Nottingham,L,-2
2024-11-02,Saturday,15,10,England,2024/2025,Premier League,Away,Leicester City,1,1,Ipswich Town,D,0
2024-11-10,Sunday,14,11,England,2024/2025,Premier League,Away,Leicester City,0,3,Man United,L,-3
2024-11-23,Saturday,12,12,England,2024/2025,Premier League,Home,Leicester City,1,2,Chelsea,L,-1
2024-11-30,Saturday,15,13,England,2024/2025,Premier League,Away,Leicester City,1,4,Brentford,L,-3
2024-12-03,Tuesday,20,14,England,2024/2025,Premier League,Home,Leicester City,3,1,West Ham,W,2
2024-12-08,Sunday,14,15,England,2024/2025,Premier League,Home,Leicester City,2,2,Brighton Hove,D,0
2024-12-14,Saturday,15,16,England,2024/2025,Premier League,Away,Leicester City,0,4,Newcastle,L,-4
2024-12-22,Sunday,14,17,England,2024/2025,Premier League,Home,Leicester City,0,3,Wolverhampton,L,-3
2024-12-26,Thursday,20,18,England,2024/2025,Premier League,Away,Leicester City,1,3,Liverpool,L,-2
2024-12-29,Sunday,14,19,England,2024/2025,Premier League,Home,Leicester City,0,2,Man City,L,-2
2025-01-04,Saturday,15,20,England,2024/2025,Premier League,Away,Leicester City,1,2,Aston Villa,L,-1
2025-01-15,Wednesday,19,21,England,2024/2025,Premier League,Home,Leicester City,0,2,Crystal Palace,L,-2
2025-01-18,Saturday,15,22,England,2024/2025,Premier League,Home,Leicester City,0,2,Fulham,L,-2
2025-01-26,Sunday,14,23,England,2024/2025,Premier League,Away,Leicester City,2,1,Tottenham,W,1
2025-02-01,Saturday,15,24,England,2024/2025,Premier League,Away,Leicester City,0,4,Everton,L,-4
2025-02-15,Saturday,12,25,England,2024/2025,Premier League,Home,Leicester City,0,2,Arsenal,L,-2
2025-02-21,Friday,20,26,England,2024/2025,Premier League,Home,Leicester City,0,4,Brentford,L,-4
2025-02-27,Thursday,20,27,England,2024/2025,Premier League,Away,Leicester City,0,2,West Ham,L,-2
2025-03-09,Sunday,14,28,England,2024/2025,Premier League,Away,Leicester City,0,1,Chelsea,L,-1
2025-03-16,Sunday,19,29,England,2024/2025,Premier League,Home,Leicester City,0,3,Man United,L,-3
2025-04-02,Wednesday,18,30,England,2024/2025,Premier League,Away,Leicester City,0,2,Man City,L,-2
2025-04-07,Monday,19,31,England,2024/2025,Premier League,Home,Leicester City,0,3,Newcastle,L,-3
2025-04-12,Saturday,14,32,England,2024/2025,Premier League,Away,Leicester City,2,2,Brighton Hove,D,0
2025-04-20,Sunday,15,33,England,2024/2025,Premier League,Home,Leicester City,0,1,Liverpool,L,-1
2025-04-26,Saturday,14,34,England,2024/2025,Premier League,Away,Leicester City,0,3,Wolverhampton,L,-3
2025-05-03,Saturday,14,35,England,2024/2025,Premier League,Home,Leicester City,2,0,Southampton,W,2
2025-05-11,Sunday,13,36,England,2024/2025,Premier League,Away,Leicester City,2,2,Nottingham,D,0
2025-05-18,Sunday,14,37,England,2024/2025,Premier League,Home,Leicester City,2,0,Ipswich Town,W,2
2025-05-25,Sunday,15,38,England,2024/2025,Premier League,Away,Leicester City,0,2,Bournemouth,L,-2
2024-08-17,Saturday,14,1,England,2024/2025,Premier League,Away,Southampton,0,1,Newcastle,L,-1
2024-08-24,Saturday,14,2,England,2024/2025,Premier League,Home,Southampton,0,1,Nottingham,L,-1
2024-08-31,Saturday,14,3,England,2024/2025,Premier League,Away,Southampton,1,3,Brentford,L,-2
2024-09-14,Saturday,11,4,England,2024/2025,Premier League,Home,Southampton,0,3,Man United,L,-3
2024-09-21,Saturday,14,5,England,2024/2025,Premier League,Home,Southampton,1,1,Ipswich Town,D,0
2024-09-30,Monday,19,6,England,2024/2025,Premier League,Away,Southampton,1,3,Bournemouth,L,-2
2024-10-05,Saturday,14,7,England,2024/2025,Premier League,Away,Southampton,1,3,Arsenal,L,-2
2024-10-19,Saturday,14,8,England,2024/2025,Premier League,Home,Southampton,2,3,Leicester City,L,-1
2024-10-26,Saturday,14,9,England,2024/2025,Premier League,Away,Southampton,0,1,Man City,L,-1
2024-11-02,Saturday,15,10,England,2024/2025,Premier League,Home,Southampton,1,0,Everton,W,1
2024-11-09,Saturday,15,11,England,2024/2025,Premier League,Away,Southampton,0,2,Wolverhampton,L,-2
2024-11-24,Sunday,14,12,England,2024/2025,Premier League,Home,Southampton,2,3,Liverpool,L,-1
2024-11-29,Friday,20,13,England,2024/2025,Premier League,Away,Southampton,1,1,Brighton Hove,D,0
2024-12-04,Wednesday,19,14,England,2024/2025,Premier League,Home,Southampton,1,5,Chelsea,L,-4
2024-12-07,Saturday,15,15,England,2024/2025,Premier League,Away,Southampton,0,1,Aston Villa,L,-1
2024-12-15,Sunday,19,16,England,2024/2025,Premier League,Home,Southampton,0,5,Tottenham,L,-5
2024-12-22,Sunday,14,17,England,2024/2025,Premier League,Away,Southampton,0,0,Fulham,D,0
2024-12-26,Thursday,15,18,England,2024/2025,Premier League,Home,Southampton,0,1,West Ham,L,-1
2024-12-29,Sunday,15,19,England,2024/2025,Premier League,Away,Southampton,1,2,Crystal Palace,L,-1
2025-01-04,Saturday,15,20,England,2024/2025,Premier League,Home,Southampton,0,5,Brentford,L,-5
2025-01-16,Thursday,20,21,England,2024/2025,Premier League,Away,Southampton,1,3,Man United,L,-2
2025-01-19,Sunday,14,22,England,2024/2025,Premier League,Away,Southampton,2,3,Nottingham,L,-1
2025-01-25,Saturday,15,23,England,2024/2025,Premier League,Home,Southampton,1,3,Newcastle,L,-2
2025-02-01,Saturday,15,24,England,2024/2025,Premier League,Away,Southampton,2,1,Ipswich Town,W,1
2025-02-15,Saturday,15,25,England,2024/2025,Premier League,Home,Southampton,1,3,Bournemouth,L,-2
2025-02-22,Saturday,15,26,England,2024/2025,Premier League,Home,Southampton,0,4,Brighton Hove,L,-4
2025-02-25,Tuesday,20,27,England,2024/2025,Premier League,Away,Southampton,0,4,Chelsea,L,-4
2025-03-08,Saturday,15,28,England,2024/2025,Premier League,Away,Southampton,1,3,Liverpool,L,-2
2025-03-15,Saturday,15,29,England,2024/2025,Premier League,Home,Southampton,1,2,Wolverhampton,L,-1
2025-04-02,Wednesday,18,30,England,2024/2025,Premier League,Home,Southampton,1,1,Crystal Palace,D,0
