,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
4764,2024-02-25,12,23,France,Ligue 1,Home,RC Lens,2,3,Monaco,0,-1
4765,2024-03-03,19,24,France,Ligue 1,Away,RC Lens,3,0,Olympique Lyon,1,3
4766,2024-03-09,20,25,France,Ligue 1,Home,RC Lens,1,0,Brest,1,1
4767,2024-03-16,20,26,France,Ligue 1,Home,RC Lens,1,3,Nice,0,-2
4768,2024-03-29,20,27,France,Ligue 1,Away,RC Lens,1,2,Lille,0,-1
4769,2024-04-06,15,28,France,Ligue 1,Home,RC Lens,1,1,Le Havre,2,0
4770,2024-04-12,19,29,France,Ligue 1,Away,RC Lens,1,2,FC Metz,0,-1
4771,2024-04-20,19,30,France,Ligue 1,Home,RC Lens,1,0,Clermont Foot,1,1
4772,2024-04-28,19,31,France,Ligue 1,Away,RC Lens,1,2,Marseille,0,-1
4773,2024-05-03,19,32,France,Ligue 1,Home,RC Lens,2,0,Lorient,1,2
4774,2024-05-12,19,33,France,Ligue 1,Away,RC Lens,1,1,Stade Rennais,2,0
4775,2024-05-19,19,34,France,Ligue 1,Home,RC Lens,2,2,Montpellier,2,0
4776,2023-08-13,13,1,France,Ligue 1,Away,Monaco,4,2,Clermont Foot,1,2
4777,2023-08-20,17,2,France,Ligue 1,Home,Monaco,3,0,Strasbourg,1,3
4778,2023-08-25,19,3,France,Ligue 1,Away,Monaco,3,3,Nantes,2,0
4779,2023-09-02,19,4,France,Ligue 1,Home,Monaco,3,0,RC Lens,1,3
4780,2023-09-17,11,5,France,Ligue 1,Away,Monaco,2,2,Lorient,2,0
4781,2023-09-22,19,6,France,Ligue 1,Home,Monaco,0,1,Nice,0,-1
4782,2023-09-30,19,7,France,Ligue 1,Home,Monaco,3,2,Marseille,1,1
4783,2023-10-07,19,8,France,Ligue 1,Away,Monaco,3,1,Stade de Reims,1,2
4784,2023-10-22,15,9,France,Ligue 1,Home,Monaco,2,1,FC Metz,1,1
4785,2023-10-29,14,10,France,Ligue 1,Away,Monaco,0,2,Lille,0,-2
4786,2023-11-05,16,11,France,Ligue 1,Home,Monaco,2,0,Brest,1,2
4787,2023-11-11,20,12,France,Ligue 1,Away,Monaco,0,0,Le Havre,2,0
4788,2023-11-24,20,13,France,Ligue 1,Away,Monaco,2,5,PSG,0,-3
4789,2023-12-03,14,14,France,Ligue 1,Home,Monaco,2,0,Montpellier,1,2
4790,2023-12-09,16,15,France,Ligue 1,Away,Monaco,2,1,Stade Rennais,1,1
4791,2023-12-15,20,16,France,Ligue 1,Home,Monaco,0,1,Olympique Lyon,0,-1
4792,2023-12-20,20,17,France,Ligue 1,Away,Monaco,2,1,Toulouse,1,1
4793,2024-01-13,16,18,France,Ligue 1,Home,Monaco,1,3,Stade de Reims,0,-2
4794,2024-01-27,20,19,France,Ligue 1,Away,Monaco,2,2,Marseille,2,0
4795,2024-02-04,12,20,France,Ligue 1,Home,Monaco,1,1,Le Havre,2,0
4796,2024-02-11,19,21,France,Ligue 1,Away,Monaco,3,2,Nice,1,1
4797,2024-02-18,14,22,France,Ligue 1,Home,Monaco,1,2,Toulouse,0,-1
4798,2024-02-25,12,23,France,Ligue 1,Away,Monaco,3,2,RC Lens,1,1
4799,2024-03-01,20,24,France,Ligue 1,Home,Monaco,0,0,PSG,2,0
4800,2024-03-10,14,25,France,Ligue 1,Away,Monaco,1,0,Strasbourg,1,1
4801,2024-03-17,14,26,France,Ligue 1,Home,Monaco,2,2,Lorient,2,0
4802,2024-03-30,16,27,France,Ligue 1,Away,Monaco,5,2,FC Metz,1,3
4803,2024-04-07,15,28,France,Ligue 1,Home,Monaco,1,0,Stade Rennais,1,1
4804,2024-04-21,15,30,France,Ligue 1,Away,Monaco,2,0,Brest,1,2
4805,2024-04-24,19,29,France,Ligue 1,Home,Monaco,1,0,Lille,1,1
4806,2024-04-28,17,31,France,Ligue 1,Away,Monaco,2,3,Olympique Lyon,0,-1
4807,2024-05-04,15,32,France,Ligue 1,Home,Monaco,4,1,Clermont Foot,1,3
4808,2024-05-12,19,33,France,Ligue 1,Away,Monaco,2,0,Montpellier,1,2
4809,2024-05-19,19,34,France,Ligue 1,Home,Monaco,4,0,Nantes,1,4
4810,2023-08-13,18,1,France,Ligue 1,Home,Strasbourg,2,1,Olympique Lyon,1,1
4811,2023-08-20,17,2,France,Ligue 1,Away,Strasbourg,0,3,Monaco,0,-3
4812,2023-08-27,13,3,France,Ligue 1,Home,Strasbourg,2,0,Toulouse,1,2
4813,2023-09-03,15,4,France,Ligue 1,Away,Strasbourg,0,2,Nice,0,-2
4814,2023-09-17,13,5,France,Ligue 1,Home,Strasbourg,2,2,Montpellier,2,0
4815,2023-09-24,11,6,France,Ligue 1,Away,Strasbourg,1,0,FC Metz,1,1
4816,2023-09-29,19,7,France,Ligue 1,Home,Strasbourg,0,1,RC Lens,0,-1
4817,2023-10-06,19,8,France,Ligue 1,Home,Strasbourg,1,2,Nantes,0,-1
4818,2023-10-21,15,9,France,Ligue 1,Away,Strasbourg,0,3,PSG,0,-3
4819,2023-10-29,16,10,France,Ligue 1,Away,Strasbourg,1,1,Stade Rennais,2,0
4820,2023-11-05,14,11,France,Ligue 1,Home,Strasbourg,0,0,Clermont Foot,2,0
4821,2023-11-25,20,13,France,Ligue 1,Home,Strasbourg,1,1,Marseille,2,0
4822,2023-12-01,20,14,France,Ligue 1,Away,Strasbourg,1,2,Stade de Reims,0,-1
4823,2023-12-07,19,12,France,Ligue 1,Away,Strasbourg,1,1,Brest,2,0
4824,2023-12-10,14,15,France,Ligue 1,Home,Strasbourg,2,1,Le Havre,1,1
4825,2023-12-17,14,16,France,Ligue 1,Away,Strasbourg,2,1,Lorient,1,1
4826,2023-12-20,20,17,France,Ligue 1,Home,Strasbourg,2,1,Lille,1,1
4827,2024-01-12,20,18,France,Ligue 1,Away,Strasbourg,1,1,Marseille,2,0
4828,2024-01-28,14,19,France,Ligue 1,Away,Strasbourg,1,1,Clermont Foot,2,0
4829,2024-02-02,20,20,France,Ligue 1,Home,Strasbourg,1,2,PSG,0,-1
4830,2024-02-10,16,21,France,Ligue 1,Away,Strasbourg,1,3,RC Lens,0,-2
4831,2024-02-18,12,22,France,Ligue 1,Home,Strasbourg,1,3,Lorient,0,-2
4832,2024-02-24,20,23,France,Ligue 1,Home,Strasbourg,0,3,Brest,0,-3
4833,2024-03-03,14,24,France,Ligue 1,Away,Strasbourg,2,2,Montpellier,2,0
4834,2024-03-10,14,25,France,Ligue 1,Home,Strasbourg,0,1,Monaco,0,-1
4835,2024-03-16,16,26,France,Ligue 1,Away,Strasbourg,3,1,Nantes,1,2
4836,2024-03-31,15,27,France,Ligue 1,Home,Strasbourg,2,0,Stade Rennais,1,2
4837,2024-04-07,13,28,France,Ligue 1,Away,Strasbourg,0,0,Toulouse,2,0
4838,2024-04-13,15,29,France,Ligue 1,Home,Strasbourg,3,1,Stade de Reims,1,2
4839,2024-04-21,13,30,France,Ligue 1,Away,Strasbourg,0,1,Lille,0,-1
4840,2024-04-28,13,31,France,Ligue 1,Home,Strasbourg,1,3,Nice,0,-2
4841,2024-05-04,13,32,France,Ligue 1,Away,Strasbourg,1,3,Le Havre,0,-2
4842,2024-05-12,19,33,France,Ligue 1,Home,Strasbourg,2,1,FC Metz,1,1
4843,2024-05-19,19,34,France,Ligue 1,Away,Strasbourg,1,2,Olympique Lyon,0,-1
4844,2024-08-15,17,1,Spain,LaLiga,Home,Athletic,1,1,Getafe,2,0
4845,2024-08-24,17,2,Spain,LaLiga,Away,Athletic,1,2,Barcelona,0,-1
4846,2024-08-28,17,3,Spain,LaLiga,Home,Athletic,1,0,Valencia,1,1
4847,2024-08-31,17,4,Spain,LaLiga,Home,Athletic,0,1,Atleti,0,-1
4848,2024-09-15,16,5,Spain,LaLiga,Away,Athletic,3,2,Las Palmas,1,1
4849,2024-09-19,17,7,Spain,LaLiga,Away,Athletic,2,0,Leganés,1,2
4850,2024-09-22,14,6,Spain,LaLiga,Home,Athletic,3,1,Celta,1,2
4851,2024-09-29,14,8,Spain,LaLiga,Home,Athletic,1,1,Sevilla FC,2,0
4852,2024-10-06,12,9,Spain,LaLiga,Away,Athletic,1,2,Girona,0,-1
4853,2024-10-19,12,10,Spain,LaLiga,Home,Athletic,4,1,Espanyol,1,3
4854,2024-10-28,20,11,Spain,LaLiga,Away,Athletic,0,0,Mallorca,2,0
4855,2024-11-03,20,12,Spain,LaLiga,Home,Athletic,1,1,Real Betis,2,0
4856,2024-11-10,17,13,Spain,LaLiga,Away,Athletic,1,1,Valladolid,2,0
4857,2024-11-24,20,14,Spain,LaLiga,Home,Athletic,1,0,Real Sociedad,1,1
4858,2024-12-01,17,15,Spain,LaLiga,Away,Athletic,2,1,Rayo Vallecano,1,1
4859,2024-12-04,20,19,Spain,LaLiga,Home,Athletic,2,1,Real Madrid,1,1
4860,2024-12-08,15,16,Spain,LaLiga,Home,Athletic,2,0,Villarreal,1,2
4861,2024-12-15,15,17,Spain,LaLiga,Away,Athletic,1,1,Alavés,2,0
4862,2024-12-21,17,18,Spain,LaLiga,Away,Athletic,2,1,Osasuna,1,1
4863,2025-01-19,13,20,Spain,LaLiga,Away,Athletic,2,1,Celta,1,1
4864,2025-01-26,17,21,Spain,LaLiga,Home,Athletic,0,0,Leganés,2,0
4865,2025-02-02,20,22,Spain,LaLiga,Away,Athletic,2,2,Real Betis,2,0
4866,2025-02-08,15,23,Spain,LaLiga,Home,Athletic,3,0,Girona,1,3
4867,2025-02-16,13,24,Spain,LaLiga,Away,Athletic,1,1,Espanyol,2,0
4868,2025-02-23,13,25,Spain,LaLiga,Home,Athletic,7,1,Valladolid,1,6
4869,2025-03-01,20,26,Spain,LaLiga,Away,Athletic,0,1,Atleti,0,-1
4870,2025-03-09,17,27,Spain,LaLiga,Home,Athletic,1,1,Mallorca,2,0
4871,2025-03-16,15,28,Spain,LaLiga,Away,Athletic,1,0,Sevilla FC,1,1
4872,2025-03-30,16,29,Spain,LaLiga,Home,Athletic,0,0,Osasuna,2,0
4873,2025-04-06,19,30,Spain,LaLiga,Away,Athletic,0,0,Villarreal,2,0
4874,2025-04-13,19,31,Spain,LaLiga,Home,Athletic,3,1,Rayo Vallecano,1,2
4875,2025-04-20,19,32,Spain,LaLiga,Away,Athletic,0,1,Real Madrid,0,-1
4876,2025-04-23,17,33,Spain,LaLiga,Home,Athletic,1,0,Las Palmas,1,1
4877,2025-05-04,19,34,Spain,LaLiga,Away,Athletic,0,0,Real Sociedad,2,0
4878,2025-05-11,16,35,Spain,LaLiga,Home,Athletic,1,0,Alavés,1,1
4879,2025-05-15,19,36,Spain,LaLiga,Away,Athletic,2,0,Getafe,1,2
4880,2025-05-18,17,37,Spain,LaLiga,Away,Athletic,1,0,Valencia,1,1
4881,2025-05-25,19,38,Spain,LaLiga,Home,Athletic,0,3,Barcelona,0,-3
4882,2024-08-19,19,1,Spain,LaLiga,Away,Atleti,2,2,Villarreal,2,0
4883,2024-08-25,19,2,Spain,LaLiga,Home,Atleti,3,0,Girona,1,3
4884,2024-08-28,19,3,Spain,LaLiga,Home,Atleti,0,0,Espanyol,2,0
4885,2024-08-31,17,4,Spain,LaLiga,Away,Atleti,1,0,Athletic,1,1
4886,2024-09-15,19,5,Spain,LaLiga,Home,Atleti,3,0,Valencia,1,3
4887,2024-09-22,19,6,Spain,LaLiga,Away,Atleti,1,1,Rayo Vallecano,2,0
4888,2024-09-26,19,7,Spain,LaLiga,Away,Atleti,1,0,Celta,1,1
4889,2024-09-29,19,8,Spain,LaLiga,Home,Atleti,1,1,Real Madrid,2,0
4890,2024-10-06,19,9,Spain,LaLiga,Away,Atleti,1,1,Real Sociedad,2,0
4891,2024-10-20,14,10,Spain,LaLiga,Home,Atleti,3,1,Leganés,1,2
4892,2024-10-27,17,11,Spain,LaLiga,Away,Atleti,0,1,Real Betis,0,-1
4893,2024-11-03,13,12,Spain,LaLiga,Home,Atleti,2,0,Las Palmas,1,2
4894,2024-11-10,15,13,Spain,LaLiga,Away,Atleti,1,0,Mallorca,1,1
4895,2024-11-23,15,14,Spain,LaLiga,Home,Atleti,2,1,Alavés,1,1
4896,2024-11-30,20,15,Spain,LaLiga,Away,Atleti,5,0,Valladolid,1,5
4897,2024-12-08,20,16,Spain,LaLiga,Home,Atleti,4,3,Sevilla FC,1,1
4898,2024-12-15,13,17,Spain,LaLiga,Home,Atleti,1,0,Getafe,1,1
4899,2024-12-21,20,18,Spain,LaLiga,Away,Atleti,2,1,Barcelona,1,1
4900,2025-01-12,15,19,Spain,LaLiga,Home,Atleti,1,0,Osasuna,1,1
4901,2025-01-18,15,20,Spain,LaLiga,Away,Atleti,0,1,Leganés,0,-1
4902,2025-01-25,15,21,Spain,LaLiga,Home,Atleti,1,1,Villarreal,2,0
4903,2025-02-01,17,22,Spain,LaLiga,Home,Atleti,2,0,Mallorca,1,2
4904,2025-02-08,20,23,Spain,LaLiga,Away,Atleti,1,1,Real Madrid,2,0
4905,2025-02-15,17,24,Spain,LaLiga,Home,Atleti,1,1,Celta,2,0
4906,2025-02-22,17,25,Spain,LaLiga,Away,Atleti,3,0,Valencia,1,3
4907,2025-03-01,20,26,Spain,LaLiga,Home,Atleti,1,0,Athletic,1,1
4908,2025-03-09,13,27,Spain,LaLiga,Away,Atleti,1,2,Getafe,0,-1
4909,2025-03-16,20,28,Spain,LaLiga,Home,Atleti,2,4,Barcelona,0,-2
4910,2025-03-29,15,29,Spain,LaLiga,Away,Atleti,1,1,Espanyol,2,0
4911,2025-04-06,14,30,Spain,LaLiga,Away,Atleti,2,1,Sevilla FC,1,1
4912,2025-04-14,19,31,Spain,LaLiga,Home,Atleti,4,2,Valladolid,1,2
4913,2025-04-19,19,32,Spain,LaLiga,Away,Atleti,0,1,Las Palmas,0,-1
4914,2025-04-24,19,33,Spain,LaLiga,Home,Atleti,3,0,Rayo Vallecano,1,3
4915,2025-05-03,12,34,Spain,LaLiga,Away,Atleti,0,0,Alavés,2,0
4916,2025-05-10,19,35,Spain,LaLiga,Home,Atleti,4,0,Real Sociedad,1,4
4917,2025-05-15,17,36,Spain,LaLiga,Away,Atleti,0,2,Osasuna,0,-2
4918,2025-05-18,17,37,Spain,LaLiga,Home,Atleti,4,1,Real Betis,1,3
4919,2025-05-25,12,38,Spain,LaLiga,Away,Atleti,4,0,Girona,1,4
4920,2024-08-17,17,1,Spain,LaLiga,Home,Osasuna,1,1,Leganés,2,0
4921,2024-08-24,15,2,Spain,LaLiga,Home,Osasuna,1,0,Mallorca,1,1
4922,2024-08-29,17,3,Spain,LaLiga,Away,Osasuna,0,4,Girona,0,-4
4923,2024-09-01,15,4,Spain,LaLiga,Home,Osasuna,3,2,Celta,1,1
4924,2024-09-16,19,5,Spain,LaLiga,Away,Osasuna,1,3,Rayo Vallecano,0,-2
4925,2024-09-21,14,6,Spain,LaLiga,Home,Osasuna,2,1,Las Palmas,1,1
4926,2024-09-24,17,7,Spain,LaLiga,Away,Osasuna,0,0,Valencia,2,0
4927,2024-09-28,19,8,Spain,LaLiga,Home,Osasuna,4,2,Barcelona,1,2
4928,2024-10-05,14,9,Spain,LaLiga,Away,Osasuna,1,1,Getafe,2,0
4929,2024-10-19,14,10,Spain,LaLiga,Home,Osasuna,1,2,Real Betis,0,-1
4930,2024-10-27,20,11,Spain,LaLiga,Away,Osasuna,2,0,Real Sociedad,1,2
4931,2024-11-02,13,12,Spain,LaLiga,Home,Osasuna,1,0,Valladolid,1,1
4932,2024-11-09,13,13,Spain,LaLiga,Away,Osasuna,0,4,Real Madrid,0,-4
4933,2024-11-24,13,14,Spain,LaLiga,Home,Osasuna,2,2,Villarreal,2,0
4934,2024-12-02,20,15,Spain,LaLiga,Away,Osasuna,1,1,Sevilla FC,2,0
4935,2024-12-08,17,16,Spain,LaLiga,Home,Osasuna,2,2,Alavés,2,0
4936,2024-12-14,13,17,Spain,LaLiga,Away,Osasuna,0,0,Espanyol,2,0
4937,2024-12-21,17,18,Spain,LaLiga,Home,Osasuna,1,2,Athletic,0,-1
4938,2025-01-12,15,19,Spain,LaLiga,Away,Osasuna,0,1,Atleti,0,-1
4939,2025-01-19,17,20,Spain,LaLiga,Home,Osasuna,1,1,Rayo Vallecano,2,0
4940,2025-01-24,20,21,Spain,LaLiga,Away,Osasuna,1,1,Las Palmas,2,0
4941,2025-02-02,17,22,Spain,LaLiga,Home,Osasuna,2,1,Real Sociedad,1,1
4942,2025-02-10,20,23,Spain,LaLiga,Away,Osasuna,1,1,Mallorca,2,0
4943,2025-02-15,15,24,Spain,LaLiga,Home,Osasuna,1,1,Real Madrid,2,0
4944,2025-02-21,20,25,Spain,LaLiga,Away,Osasuna,0,1,Celta,0,-1
4945,2025-03-02,20,26,Spain,LaLiga,Home,Osasuna,3,3,Valencia,2,0
4946,2025-03-16,17,28,Spain,LaLiga,Home,Osasuna,1,2,Getafe,0,-1
4947,2025-03-27,20,27,Spain,LaLiga,Away,Osasuna,0,3,Barcelona,0,-3
4948,2025-03-30,16,29,Spain,LaLiga,Away,Osasuna,0,0,Athletic,2,0
4949,2025-04-07,19,30,Spain,LaLiga,Away,Osasuna,1,1,Leganés,2,0
4950,2025-04-13,12,31,Spain,LaLiga,Home,Osasuna,2,1,Girona,1,1
4951,2025-04-20,12,32,Spain,LaLiga,Away,Osasuna,3,2,Valladolid,1,1
4952,2025-04-24,17,33,Spain,LaLiga,Home,Osasuna,1,0,Sevilla FC,1,1
4953,2025-05-03,14,34,Spain,LaLiga,Away,Osasuna,2,4,Villarreal,0,-2
4954,2025-05-11,19,35,Spain,LaLiga,Away,Osasuna,1,1,Real Betis,2,0
4955,2025-05-15,17,36,Spain,LaLiga,Home,Osasuna,2,0,Atleti,1,2
4956,2025-05-18,17,37,Spain,LaLiga,Home,Osasuna,2,0,Espanyol,1,2
4957,2025-05-24,19,38,Spain,LaLiga,Away,Osasuna,1,1,Alavés,2,0
4958,2024-08-19,17,1,Spain,LaLiga,Away,Espanyol,0,1,Valladolid,0,-1
4959,2024-08-24,19,2,Spain,LaLiga,Home,Espanyol,0,1,Real Sociedad,0,-1
4960,2024-08-28,19,3,Spain,LaLiga,Away,Espanyol,0,0,Atleti,2,0
4961,2024-08-31,17,4,Spain,LaLiga,Home,Espanyol,2,1,Rayo Vallecano,1,1
4962,2024-09-14,14,5,Spain,LaLiga,Home,Espanyol,3,2,Alavés,1,1
4963,2024-09-21,19,6,Spain,LaLiga,Away,Espanyol,1,4,Real Madrid,0,-3
4964,2024-09-26,17,7,Spain,LaLiga,Home,Espanyol,1,2,Villarreal,0,-1
4965,2024-09-29,16,8,Spain,LaLiga,Away,Espanyol,0,1,Real Betis,0,-1
4966,2024-10-05,12,9,Spain,LaLiga,Home,Espanyol,2,1,Mallorca,1,1
4967,2024-10-19,12,10,Spain,LaLiga,Away,Espanyol,1,4,Athletic,0,-3
4968,2024-10-25,19,11,Spain,LaLiga,Home,Espanyol,0,2,Sevilla FC,0,-2
4969,2024-11-03,15,12,Spain,LaLiga,Away,Espanyol,1,3,Barcelona,0,-2
4970,2024-11-23,17,14,Spain,LaLiga,Away,Espanyol,1,4,Girona,0,-3
4971,2024-11-30,17,15,Spain,LaLiga,Home,Espanyol,3,1,Celta,1,2
4972,2024-12-09,20,16,Spain,LaLiga,Away,Espanyol,0,1,Getafe,0,-1
4973,2024-12-14,13,17,Spain,LaLiga,Home,Espanyol,0,0,Osasuna,2,0
4974,2024-12-18,20,13,Spain,LaLiga,Home,Espanyol,1,1,Valencia,2,0
4975,2024-12-22,17,18,Spain,LaLiga,Away,Espanyol,0,1,Las Palmas,0,-1
4976,2025-01-11,17,19,Spain,LaLiga,Home,Espanyol,1,1,Leganés,2,0
4977,2025-01-17,20,20,Spain,LaLiga,Home,Espanyol,2,1,Valladolid,1,1
4978,2025-01-25,17,21,Spain,LaLiga,Away,Espanyol,1,1,Sevilla FC,2,0
4979,2025-02-01,20,22,Spain,LaLiga,Home,Espanyol,1,0,Real Madrid,1,1
4980,2025-02-09,17,23,Spain,LaLiga,Away,Espanyol,1,2,Real Sociedad,0,-1
4981,2025-02-16,13,24,Spain,LaLiga,Home,Espanyol,1,1,Athletic,2,0
4982,2025-02-22,13,25,Spain,LaLiga,Away,Espanyol,1,0,Alavés,1,1
4983,2025-03-10,20,27,Spain,LaLiga,Home,Espanyol,1,1,Girona,2,0
4984,2025-03-15,15,28,Spain,LaLiga,Away,Espanyol,1,2,Mallorca,0,-1
4985,2025-03-29,15,29,Spain,LaLiga,Home,Espanyol,1,1,Atleti,2,0
4986,2025-04-04,19,30,Spain,LaLiga,Away,Espanyol,4,0,Rayo Vallecano,1,4
4987,2025-04-12,16,31,Spain,LaLiga,Away,Espanyol,2,0,Celta,1,2
4988,2025-04-18,19,32,Spain,LaLiga,Home,Espanyol,1,0,Getafe,1,1
4989,2025-04-22,17,33,Spain,LaLiga,Away,Espanyol,1,1,Valencia,2,0
4990,2025-04-27,14,26,Spain,LaLiga,Away,Espanyol,0,1,Villarreal,0,-1
4991,2025-05-04,16,34,Spain,LaLiga,Home,Espanyol,1,2,Real Betis,0,-1
4992,2025-05-11,12,35,Spain,LaLiga,Away,Espanyol,2,3,Leganés,0,-1
4993,2025-05-15,19,36,Spain,LaLiga,Home,Espanyol,0,2,Barcelona,0,-2
4994,2025-05-18,17,37,Spain,LaLiga,Away,Espanyol,0,2,Osasuna,0,-2
4995,2025-05-24,16,38,Spain,LaLiga,Home,Espanyol,2,0,Las Palmas,1,2
4996,2024-08-17,19,1,Spain,LaLiga,Away,Barcelona,2,1,Valencia,1,1
4997,2024-08-24,17,2,Spain,LaLiga,Home,Barcelona,2,1,Athletic,1,1
4998,2024-08-27,19,3,Spain,LaLiga,Away,Barcelona,2,1,Rayo Vallecano,1,1
4999,2024-08-31,15,4,Spain,LaLiga,Home,Barcelona,7,0,Valladolid,1,7
5000,2024-09-15,14,5,Spain,LaLiga,Away,Barcelona,4,1,Girona,1,3
5001,2024-09-22,16,6,Spain,LaLiga,Away,Barcelona,5,1,Villarreal,1,4
5002,2024-09-25,19,7,Spain,LaLiga,Home,Barcelona,1,0,Getafe,1,1
5003,2024-09-28,19,8,Spain,LaLiga,Away,Barcelona,2,4,Osasuna,0,-2
5004,2024-10-06,14,9,Spain,LaLiga,Away,Barcelona,3,0,Alavés,1,3
5005,2024-10-20,19,10,Spain,LaLiga,Home,Barcelona,5,1,Sevilla FC,1,4
5006,2024-10-26,19,11,Spain,LaLiga,Away,Barcelona,4,0,Real Madrid,1,4
5007,2024-11-03,15,12,Spain,LaLiga,Home,Barcelona,3,1,Espanyol,1,2
5008,2024-11-10,20,13,Spain,LaLiga,Away,Barcelona,0,1,Real Sociedad,0,-1
5009,2024-11-23,20,14,Spain,LaLiga,Away,Barcelona,2,2,Celta,2,0
5010,2024-11-30,13,15,Spain,LaLiga,Home,Barcelona,1,2,Las Palmas,0,-1
5011,2024-12-03,18,19,Spain,LaLiga,Away,Barcelona,5,1,Mallorca,1,4
5012,2024-12-07,15,16,Spain,LaLiga,Away,Barcelona,2,2,Real Betis,2,0
5013,2024-12-15,20,17,Spain,LaLiga,Home,Barcelona,0,1,Leganés,0,-1
5014,2024-12-21,20,18,Spain,LaLiga,Home,Barcelona,1,2,Atleti,0,-1
5015,2025-01-18,20,20,Spain,LaLiga,Away,Barcelona,1,1,Getafe,2,0
5016,2025-01-26,20,21,Spain,LaLiga,Home,Barcelona,7,1,Valencia,1,6
5017,2025-02-02,13,22,Spain,LaLiga,Home,Barcelona,1,0,Alavés,1,1
5018,2025-02-09,20,23,Spain,LaLiga,Away,Barcelona,4,1,Sevilla FC,1,3
5019,2025-02-17,20,24,Spain,LaLiga,Home,Barcelona,1,0,Rayo Vallecano,1,1
5020,2025-02-22,20,25,Spain,LaLiga,Away,Barcelona,2,0,Las Palmas,1,2
5021,2025-03-02,15,26,Spain,LaLiga,Home,Barcelona,4,0,Real Sociedad,1,4
5022,2025-03-16,20,28,Spain,LaLiga,Away,Barcelona,4,2,Atleti,1,2
5023,2025-03-27,20,27,Spain,LaLiga,Home,Barcelona,3,0,Osasuna,1,3
5024,2025-03-30,14,29,Spain,LaLiga,Home,Barcelona,4,1,Girona,1,3
5025,2025-04-05,19,30,Spain,LaLiga,Home,Barcelona,1,1,Real Betis,2,0
5026,2025-04-12,19,31,Spain,LaLiga,Away,Barcelona,1,0,Leganés,1,1
5027,2025-04-19,14,32,Spain,LaLiga,Home,Barcelona,4,3,Celta,1,1
5028,2025-04-22,19,33,Spain,LaLiga,Home,Barcelona,1,0,Mallorca,1,1
5029,2025-05-03,19,34,Spain,LaLiga,Away,Barcelona,2,1,Valladolid,1,1
5030,2025-05-11,14,35,Spain,LaLiga,Home,Barcelona,4,3,Real Madrid,1,1
5031,2025-05-15,19,36,Spain,LaLiga,Away,Barcelona,2,0,Espanyol,1,2
5032,2025-05-18,17,37,Spain,LaLiga,Home,Barcelona,2,3,Villarreal,0,-1
5033,2025-05-25,19,38,Spain,LaLiga,Away,Barcelona,3,0,Athletic,1,3
5034,2024-08-15,17,1,Spain,LaLiga,Away,Getafe,1,1,Athletic,2,0
5035,2024-08-24,19,2,Spain,LaLiga,Home,Getafe,0,0,Rayo Vallecano,2,0
5036,2024-09-01,17,4,Spain,LaLiga,Home,Getafe,0,0,Real Sociedad,2,0
5037,2024-09-14,16,5,Spain,LaLiga,Away,Getafe,0,1,Sevilla FC,0,-1
5038,2024-09-18,17,3,Spain,LaLiga,Away,Getafe,1,2,Real Betis,0,-1
5039,2024-09-22,12,6,Spain,LaLiga,Home,Getafe,1,1,Leganés,2,0
5040,2024-09-25,19,7,Spain,LaLiga,Away,Getafe,0,1,Barcelona,0,-1
5041,2024-09-28,12,8,Spain,LaLiga,Home,Getafe,2,0,Alavés,1,2
5042,2024-10-05,14,9,Spain,LaLiga,Home,Getafe,1,1,Osasuna,2,0
5043,2024-10-20,16,10,Spain,LaLiga,Away,Getafe,1,1,Villarreal,2,0
5044,2024-10-27,15,11,Spain,LaLiga,Home,Getafe,1,1,Valencia,2,0
5045,2024-11-04,20,12,Spain,LaLiga,Away,Getafe,0,1,Celta,0,-1
5046,2024-11-10,17,13,Spain,LaLiga,Home,Getafe,0,1,Girona,0,-1
5047,2024-11-22,20,14,Spain,LaLiga,Home,Getafe,2,0,Valladolid,1,2
5048,2024-12-01,15,15,Spain,LaLiga,Away,Getafe,0,2,Real Madrid,0,-2
5049,2024-12-09,20,16,Spain,LaLiga,Home,Getafe,1,0,Espanyol,1,1
5050,2024-12-15,13,17,Spain,LaLiga,Away,Getafe,0,1,Atleti,0,-1
5051,2024-12-21,13,18,Spain,LaLiga,Home,Getafe,0,1,Mallorca,0,-1
5052,2025-01-12,13,19,Spain,LaLiga,Away,Getafe,2,1,Las Palmas,1,1
5053,2025-01-18,20,20,Spain,LaLiga,Home,Getafe,1,1,Barcelona,2,0
5054,2025-01-26,15,21,Spain,LaLiga,Away,Getafe,3,0,Real Sociedad,1,3
5055,2025-02-01,13,22,Spain,LaLiga,Home,Getafe,0,0,Sevilla FC,2,0
5056,2025-02-09,13,23,Spain,LaLiga,Away,Getafe,1,0,Alavés,1,1
5057,2025-02-14,20,24,Spain,LaLiga,Away,Getafe,2,1,Girona,1,1
5058,2025-02-23,17,25,Spain,LaLiga,Home,Getafe,1,2,Real Betis,0,-1
5059,2025-03-02,13,26,Spain,LaLiga,Away,Getafe,0,1,Leganés,0,-1
5060,2025-03-09,13,27,Spain,LaLiga,Home,Getafe,2,1,Atleti,1,1
5061,2025-03-16,17,28,Spain,LaLiga,Away,Getafe,2,1,Osasuna,1,1
5062,2025-03-30,12,29,Spain,LaLiga,Home,Getafe,1,2,Villarreal,0,-1
