,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
323,2025-01-04,12,20,England,Premier League,Away,Newcastle,2,1,Tottenham,1,1
324,2025-01-15,19,21,England,Premier League,Home,Newcastle,3,0,Wolverhampton,1,3
325,2025-01-18,12,22,England,Premier League,Home,Newcastle,1,4,Bournemouth,0,-3
326,2025-01-25,15,23,England,Premier League,Away,Newcastle,3,1,Southampton,1,2
327,2025-02-01,15,24,England,Premier League,Home,Newcastle,1,2,Fulham,0,-1
328,2025-02-15,15,25,England,Premier League,Away,Newcastle,0,4,Man City,0,-4
329,2025-02-23,14,26,England,Premier League,Home,Newcastle,4,3,Nottingham,1,1
330,2025-02-26,20,27,England,Premier League,Away,Newcastle,0,2,Liverpool,0,-2
331,2025-03-10,20,28,England,Premier League,Away,Newcastle,1,0,West Ham,1,1
332,2025-04-02,18,30,England,Premier League,Home,Newcastle,2,1,Brentford,1,1
333,2025-04-07,19,31,England,Premier League,Away,Newcastle,3,0,Leicester City,1,3
334,2025-04-13,15,32,England,Premier League,Home,Newcastle,4,1,Man United,1,3
335,2025-04-16,18,29,England,Premier League,Home,Newcastle,5,0,Crystal Palace,1,5
336,2025-04-19,16,33,England,Premier League,Away,Newcastle,1,4,Aston Villa,0,-3
337,2025-04-26,14,34,England,Premier League,Home,Newcastle,3,0,Ipswich Town,1,3
338,2025-05-04,13,35,England,Premier League,Away,Newcastle,1,1,Brighton Hove,2,0
339,2025-05-11,11,36,England,Premier League,Home,Newcastle,2,0,Chelsea,1,2
340,2025-05-18,15,37,England,Premier League,Away,Newcastle,0,1,Arsenal,0,-1
341,2025-05-25,15,38,England,Premier League,Home,Newcastle,0,1,Everton,0,-1
342,2024-08-19,19,1,England,Premier League,Away,Tottenham,1,1,Leicester City,2,0
343,2024-08-24,14,2,England,Premier League,Home,Tottenham,4,0,Everton,1,4
344,2024-09-01,12,3,England,Premier League,Away,Tottenham,1,2,Newcastle,0,-1
345,2024-09-15,13,4,England,Premier League,Home,Tottenham,0,1,Arsenal,0,-1
346,2024-09-21,14,5,England,Premier League,Home,Tottenham,3,1,Brentford,1,2
347,2024-09-29,15,6,England,Premier League,Away,Tottenham,3,0,Man United,1,3
348,2024-10-06,15,7,England,Premier League,Away,Tottenham,2,3,Brighton Hove,0,-1
349,2024-10-19,11,8,England,Premier League,Home,Tottenham,4,1,West Ham,1,3
350,2024-10-27,14,9,England,Premier League,Away,Tottenham,0,1,Crystal Palace,0,-1
351,2024-11-03,14,10,England,Premier League,Home,Tottenham,4,1,Aston Villa,1,3
352,2024-11-10,14,11,England,Premier League,Home,Tottenham,1,2,Ipswich Town,0,-1
353,2024-11-23,17,12,England,Premier League,Away,Tottenham,4,0,Man City,1,4
354,2024-12-01,13,13,England,Premier League,Home,Tottenham,1,1,Fulham,2,0
355,2024-12-05,20,14,England,Premier League,Away,Tottenham,0,1,Bournemouth,0,-1
356,2024-12-08,16,15,England,Premier League,Home,Tottenham,3,4,Chelsea,0,-1
357,2024-12-15,19,16,England,Premier League,Away,Tottenham,5,0,Southampton,1,5
358,2024-12-22,16,17,England,Premier League,Home,Tottenham,3,6,Liverpool,0,-3
359,2024-12-26,15,18,England,Premier League,Away,Tottenham,0,1,Nottingham,0,-1
360,2024-12-29,15,19,England,Premier League,Home,Tottenham,2,2,Wolverhampton,2,0
361,2025-01-04,12,20,England,Premier League,Home,Tottenham,1,2,Newcastle,0,-1
362,2025-01-15,20,21,England,Premier League,Away,Tottenham,1,2,Arsenal,0,-1
363,2025-01-19,14,22,England,Premier League,Away,Tottenham,2,3,Everton,0,-1
364,2025-01-26,14,23,England,Premier League,Home,Tottenham,1,2,Leicester City,0,-1
365,2025-02-02,14,24,England,Premier League,Away,Tottenham,2,0,Brentford,1,2
366,2025-02-16,16,25,England,Premier League,Home,Tottenham,1,0,Man United,1,1
367,2025-02-22,15,26,England,Premier League,Away,Tottenham,4,1,Ipswich Town,1,3
368,2025-02-26,19,27,England,Premier League,Home,Tottenham,0,1,Man City,0,-1
369,2025-03-09,14,28,England,Premier League,Home,Tottenham,2,2,Bournemouth,2,0
370,2025-03-16,13,29,England,Premier League,Away,Tottenham,0,2,Fulham,0,-2
371,2025-04-03,19,30,England,Premier League,Away,Tottenham,0,1,Chelsea,0,-1
372,2025-04-06,13,31,England,Premier League,Home,Tottenham,3,1,Southampton,1,2
373,2025-04-13,13,32,England,Premier League,Away,Tottenham,2,4,Wolverhampton,0,-2
374,2025-04-21,19,33,England,Premier League,Home,Tottenham,1,2,Nottingham,0,-1
375,2025-04-27,15,34,England,Premier League,Away,Tottenham,1,5,Liverpool,0,-4
376,2025-05-04,13,35,England,Premier League,Away,Tottenham,1,1,West Ham,2,0
377,2025-05-11,13,36,England,Premier League,Home,Tottenham,0,2,Crystal Palace,0,-2
378,2025-05-16,18,37,England,Premier League,Away,Tottenham,0,2,Aston Villa,0,-2
379,2025-05-25,15,38,England,Premier League,Home,Tottenham,1,4,Brighton Hove,0,-3
380,2024-08-17,14,1,England,Premier League,Away,Wolverhampton,0,2,Arsenal,0,-2
381,2024-08-25,13,2,England,Premier League,Home,Wolverhampton,2,6,Chelsea,0,-4
382,2024-08-31,14,3,England,Premier League,Away,Wolverhampton,1,1,Nottingham,2,0
383,2024-09-15,15,4,England,Premier League,Home,Wolverhampton,1,2,Newcastle,0,-1
384,2024-09-21,14,5,England,Premier League,Away,Wolverhampton,1,3,Aston Villa,0,-2
385,2024-09-28,16,6,England,Premier League,Home,Wolverhampton,1,2,Liverpool,0,-1
386,2024-10-05,14,7,England,Premier League,Away,Wolverhampton,3,5,Brentford,0,-2
387,2024-10-20,13,8,England,Premier League,Home,Wolverhampton,1,2,Man City,0,-1
388,2024-10-26,14,9,England,Premier League,Away,Wolverhampton,2,2,Brighton Hove,2,0
389,2024-11-02,17,10,England,Premier League,Home,Wolverhampton,2,2,Crystal Palace,2,0
390,2024-11-09,15,11,England,Premier League,Home,Wolverhampton,2,0,Southampton,1,2
391,2024-11-23,15,12,England,Premier League,Away,Wolverhampton,4,1,Fulham,1,3
392,2024-11-30,15,13,England,Premier League,Home,Wolverhampton,2,4,Bournemouth,0,-2
393,2024-12-04,19,14,England,Premier League,Away,Wolverhampton,0,4,Everton,0,-4
394,2024-12-09,20,15,England,Premier League,Away,Wolverhampton,1,2,West Ham,0,-1
395,2024-12-14,15,16,England,Premier League,Home,Wolverhampton,1,2,Ipswich Town,0,-1
396,2024-12-22,14,17,England,Premier League,Away,Wolverhampton,3,0,Leicester City,1,3
397,2024-12-26,17,18,England,Premier League,Home,Wolverhampton,2,0,Man United,1,2
398,2024-12-29,15,19,England,Premier League,Away,Wolverhampton,2,2,Tottenham,2,0
399,2025-01-06,20,20,England,Premier League,Home,Wolverhampton,0,3,Nottingham,0,-3
400,2025-01-15,19,21,England,Premier League,Away,Wolverhampton,0,3,Newcastle,0,-3
401,2025-01-20,20,22,England,Premier League,Away,Wolverhampton,1,3,Chelsea,0,-2
402,2025-01-25,15,23,England,Premier League,Home,Wolverhampton,0,1,Arsenal,0,-1
403,2025-02-01,17,24,England,Premier League,Home,Wolverhampton,2,0,Aston Villa,1,2
404,2025-02-16,14,25,England,Premier League,Away,Wolverhampton,1,2,Liverpool,0,-1
405,2025-02-22,15,26,England,Premier League,Away,Wolverhampton,1,0,Bournemouth,1,1
406,2025-02-25,19,27,England,Premier League,Home,Wolverhampton,1,2,Fulham,0,-1
407,2025-03-08,20,28,England,Premier League,Home,Wolverhampton,1,1,Everton,2,0
408,2025-03-15,15,29,England,Premier League,Away,Wolverhampton,2,1,Southampton,1,1
409,2025-04-01,18,30,England,Premier League,Home,Wolverhampton,1,0,West Ham,1,1
410,2025-04-05,14,31,England,Premier League,Away,Wolverhampton,2,1,Ipswich Town,1,1
411,2025-04-13,13,32,England,Premier League,Home,Wolverhampton,4,2,Tottenham,1,2
412,2025-04-20,13,33,England,Premier League,Away,Wolverhampton,1,0,Man United,1,1
413,2025-04-26,14,34,England,Premier League,Home,Wolverhampton,3,0,Leicester City,1,3
414,2025-05-02,19,35,England,Premier League,Away,Wolverhampton,0,1,Man City,0,-1
415,2025-05-10,14,36,England,Premier League,Home,Wolverhampton,0,2,Brighton Hove,0,-2
416,2025-05-20,19,37,England,Premier League,Away,Wolverhampton,2,4,Crystal Palace,0,-2
417,2025-05-25,15,38,England,Premier League,Home,Wolverhampton,1,1,Brentford,2,0
418,2024-08-19,19,1,England,Premier League,Home,Leicester City,1,1,Tottenham,2,0
419,2024-08-24,14,2,England,Premier League,Away,Leicester City,1,2,Fulham,0,-1
420,2024-08-31,14,3,England,Premier League,Home,Leicester City,1,2,Aston Villa,0,-1
421,2024-09-14,14,4,England,Premier League,Away,Leicester City,2,2,Crystal Palace,2,0
422,2024-09-21,14,5,England,Premier League,Home,Leicester City,1,1,Everton,2,0
423,2024-09-28,14,6,England,Premier League,Away,Leicester City,2,4,Arsenal,0,-2
424,2024-10-05,14,7,England,Premier League,Home,Leicester City,1,0,Bournemouth,1,1
425,2024-10-19,14,8,England,Premier League,Away,Leicester City,3,2,Southampton,1,1
426,2024-10-25,19,9,England,Premier League,Home,Leicester City,1,3,Nottingham,0,-2
427,2024-11-02,15,10,England,Premier League,Away,Leicester City,1,1,Ipswich Town,2,0
428,2024-11-10,14,11,England,Premier League,Away,Leicester City,0,3,Man United,0,-3
429,2024-11-23,12,12,England,Premier League,Home,Leicester City,1,2,Chelsea,0,-1
430,2024-11-30,15,13,England,Premier League,Away,Leicester City,1,4,Brentford,0,-3
431,2024-12-03,20,14,England,Premier League,Home,Leicester City,3,1,West Ham,1,2
432,2024-12-08,14,15,England,Premier League,Home,Leicester City,2,2,Brighton Hove,2,0
433,2024-12-14,15,16,England,Premier League,Away,Leicester City,0,4,Newcastle,0,-4
434,2024-12-22,14,17,England,Premier League,Home,Leicester City,0,3,Wolverhampton,0,-3
435,2024-12-26,20,18,England,Premier League,Away,Leicester City,1,3,Liverpool,0,-2
436,2024-12-29,14,19,England,Premier League,Home,Leicester City,0,2,Man City,0,-2
437,2025-01-04,15,20,England,Premier League,Away,Leicester City,1,2,Aston Villa,0,-1
438,2025-01-15,19,21,England,Premier League,Home,Leicester City,0,2,Crystal Palace,0,-2
439,2025-01-18,15,22,England,Premier League,Home,Leicester City,0,2,Fulham,0,-2
440,2025-01-26,14,23,England,Premier League,Away,Leicester City,2,1,Tottenham,1,1
441,2025-02-01,15,24,England,Premier League,Away,Leicester City,0,4,Everton,0,-4
442,2025-02-15,12,25,England,Premier League,Home,Leicester City,0,2,Arsenal,0,-2
443,2025-02-21,20,26,England,Premier League,Home,Leicester City,0,4,Brentford,0,-4
444,2025-02-27,20,27,England,Premier League,Away,Leicester City,0,2,West Ham,0,-2
445,2025-03-09,14,28,England,Premier League,Away,Leicester City,0,1,Chelsea,0,-1
446,2025-03-16,19,29,England,Premier League,Home,Leicester City,0,3,Man United,0,-3
447,2025-04-02,18,30,England,Premier League,Away,Leicester City,0,2,Man City,0,-2
448,2025-04-07,19,31,England,Premier League,Home,Leicester City,0,3,Newcastle,0,-3
449,2025-04-12,14,32,England,Premier League,Away,Leicester City,2,2,Brighton Hove,2,0
450,2025-04-20,15,33,England,Premier League,Home,Leicester City,0,1,Liverpool,0,-1
451,2025-04-26,14,34,England,Premier League,Away,Leicester City,0,3,Wolverhampton,0,-3
452,2025-05-03,14,35,England,Premier League,Home,Leicester City,2,0,Southampton,1,2
453,2025-05-11,13,36,England,Premier League,Away,Leicester City,2,2,Nottingham,2,0
454,2025-05-18,14,37,England,Premier League,Home,Leicester City,2,0,Ipswich Town,1,2
455,2025-05-25,15,38,England,Premier League,Away,Leicester City,0,2,Bournemouth,0,-2
456,2024-08-17,14,1,England,Premier League,Away,Southampton,0,1,Newcastle,0,-1
457,2024-08-24,14,2,England,Premier League,Home,Southampton,0,1,Nottingham,0,-1
458,2024-08-31,14,3,England,Premier League,Away,Southampton,1,3,Brentford,0,-2
459,2024-09-14,11,4,England,Premier League,Home,Southampton,0,3,Man United,0,-3
460,2024-09-21,14,5,England,Premier League,Home,Southampton,1,1,Ipswich Town,2,0
461,2024-09-30,19,6,England,Premier League,Away,Southampton,1,3,Bournemouth,0,-2
462,2024-10-05,14,7,England,Premier League,Away,Southampton,1,3,Arsenal,0,-2
463,2024-10-19,14,8,England,Premier League,Home,Southampton,2,3,Leicester City,0,-1
464,2024-10-26,14,9,England,Premier League,Away,Southampton,0,1,Man City,0,-1
465,2024-11-02,15,10,England,Premier League,Home,Southampton,1,0,Everton,1,1
466,2024-11-09,15,11,England,Premier League,Away,Southampton,0,2,Wolverhampton,0,-2
467,2024-11-24,14,12,England,Premier League,Home,Southampton,2,3,Liverpool,0,-1
468,2024-11-29,20,13,England,Premier League,Away,Southampton,1,1,Brighton Hove,2,0
469,2024-12-04,19,14,England,Premier League,Home,Southampton,1,5,Chelsea,0,-4
470,2024-12-07,15,15,England,Premier League,Away,Southampton,0,1,Aston Villa,0,-1
471,2024-12-15,19,16,England,Premier League,Home,Southampton,0,5,Tottenham,0,-5
472,2024-12-22,14,17,England,Premier League,Away,Southampton,0,0,Fulham,2,0
473,2024-12-26,15,18,England,Premier League,Home,Southampton,0,1,West Ham,0,-1
474,2024-12-29,15,19,England,Premier League,Away,Southampton,1,2,Crystal Palace,0,-1
475,2025-01-04,15,20,England,Premier League,Home,Southampton,0,5,Brentford,0,-5
476,2025-01-16,20,21,England,Premier League,Away,Southampton,1,3,Man United,0,-2
477,2025-01-19,14,22,England,Premier League,Away,Southampton,2,3,Nottingham,0,-1
478,2025-01-25,15,23,England,Premier League,Home,Southampton,1,3,Newcastle,0,-2
479,2025-02-01,15,24,England,Premier League,Away,Southampton,2,1,Ipswich Town,1,1
480,2025-02-15,15,25,England,Premier League,Home,Southampton,1,3,Bournemouth,0,-2
481,2025-02-22,15,26,England,Premier League,Home,Southampton,0,4,Brighton Hove,0,-4
482,2025-02-25,20,27,England,Premier League,Away,Southampton,0,4,Chelsea,0,-4
483,2025-03-08,15,28,England,Premier League,Away,Southampton,1,3,Liverpool,0,-2
484,2025-03-15,15,29,England,Premier League,Home,Southampton,1,2,Wolverhampton,0,-1
485,2025-04-02,18,30,England,Premier League,Home,Southampton,1,1,Crystal Palace,2,0
486,2025-04-06,13,31,England,Premier League,Away,Southampton,1,3,Tottenham,0,-2
487,2025-04-12,14,32,England,Premier League,Home,Southampton,0,3,Aston Villa,0,-3
488,2025-04-19,14,33,England,Premier League,Away,Southampton,1,1,West Ham,2,0
489,2025-04-26,14,34,England,Premier League,Home,Southampton,1,2,Fulham,0,-1
490,2025-05-03,14,35,England,Premier League,Away,Southampton,0,2,Leicester City,0,-2
491,2025-05-10,14,36,England,Premier League,Home,Southampton,0,0,Man City,2,0
492,2025-05-18,11,37,England,Premier League,Away,Southampton,0,2,Everton,0,-2
493,2025-05-25,15,38,England,Premier League,Home,Southampton,1,2,Arsenal,0,-1
494,2024-08-17,11,1,England,Premier League,Home,Ipswich Town,0,2,Liverpool,0,-2
495,2024-08-24,14,2,England,Premier League,Away,Ipswich Town,1,4,Man City,0,-3
496,2024-08-31,14,3,England,Premier League,Home,Ipswich Town,1,1,Fulham,2,0
497,2024-09-14,14,4,England,Premier League,Away,Ipswich Town,0,0,Brighton Hove,2,0
498,2024-09-21,14,5,England,Premier League,Away,Ipswich Town,1,1,Southampton,2,0
499,2024-09-29,13,6,England,Premier League,Home,Ipswich Town,2,2,Aston Villa,2,0
500,2024-10-05,14,7,England,Premier League,Away,Ipswich Town,1,4,West Ham,0,-3
501,2024-10-19,14,8,England,Premier League,Home,Ipswich Town,0,2,Everton,0,-2
502,2024-10-26,14,9,England,Premier League,Away,Ipswich Town,3,4,Brentford,0,-1
503,2024-11-02,15,10,England,Premier League,Home,Ipswich Town,1,1,Leicester City,2,0
504,2024-11-10,14,11,England,Premier League,Away,Ipswich Town,2,1,Tottenham,1,1
505,2024-11-24,16,12,England,Premier League,Home,Ipswich Town,1,1,Man United,2,0
506,2024-11-30,15,13,England,Premier League,Away,Ipswich Town,0,1,Nottingham,0,-1
507,2024-12-03,19,14,England,Premier League,Home,Ipswich Town,0,1,Crystal Palace,0,-1
508,2024-12-08,14,15,England,Premier League,Home,Ipswich Town,1,2,Bournemouth,0,-1
509,2024-12-14,15,16,England,Premier League,Away,Ipswich Town,2,1,Wolverhampton,1,1
510,2024-12-21,15,17,England,Premier League,Home,Ipswich Town,0,4,Newcastle,0,-4
511,2024-12-27,20,18,England,Premier League,Away,Ipswich Town,0,1,Arsenal,0,-1
512,2024-12-30,19,19,England,Premier League,Home,Ipswich Town,2,0,Chelsea,1,2
513,2025-01-05,14,20,England,Premier League,Away,Ipswich Town,2,2,Fulham,2,0
514,2025-01-16,19,21,England,Premier League,Home,Ipswich Town,0,2,Brighton Hove,0,-2
515,2025-01-19,16,22,England,Premier League,Home,Ipswich Town,0,6,Man City,0,-6
516,2025-01-25,15,23,England,Premier League,Away,Ipswich Town,1,4,Liverpool,0,-3
517,2025-02-01,15,24,England,Premier League,Home,Ipswich Town,1,2,Southampton,0,-1
518,2025-02-15,15,25,England,Premier League,Away,Ipswich Town,1,1,Aston Villa,2,0
519,2025-02-22,15,26,England,Premier League,Home,Ipswich Town,1,4,Tottenham,0,-3
520,2025-02-26,19,27,England,Premier League,Away,Ipswich Town,2,3,Man United,0,-1
521,2025-03-08,15,28,England,Premier League,Away,Ipswich Town,0,1,Crystal Palace,0,-1
522,2025-03-15,15,29,England,Premier League,Home,Ipswich Town,2,4,Nottingham,0,-2
523,2025-04-02,18,30,England,Premier League,Away,Ipswich Town,2,1,Bournemouth,1,1
524,2025-04-05,14,31,England,Premier League,Home,Ipswich Town,1,2,Wolverhampton,0,-1
525,2025-04-13,13,32,England,Premier League,Away,Ipswich Town,2,2,Chelsea,2,0
526,2025-04-20,13,33,England,Premier League,Home,Ipswich Town,0,4,Arsenal,0,-4
527,2025-04-26,14,34,England,Premier League,Away,Ipswich Town,0,3,Newcastle,0,-3
528,2025-05-03,14,35,England,Premier League,Away,Ipswich Town,2,2,Everton,2,0
529,2025-05-10,14,36,England,Premier League,Home,Ipswich Town,0,1,Brentford,0,-1
530,2025-05-18,14,37,England,Premier League,Away,Ipswich Town,0,2,Leicester City,0,-2
531,2025-05-25,15,38,England,Premier League,Home,Ipswich Town,1,3,West Ham,0,-2
532,2024-08-17,14,1,England,Premier League,Home,Nottingham,1,1,Bournemouth,2,0
533,2024-08-24,14,2,England,Premier League,Away,Nottingham,1,0,Southampton,1,1
534,2024-08-31,14,3,England,Premier League,Home,Nottingham,1,1,Wolverhampton,2,0
535,2024-09-14,14,4,England,Premier League,Away,Nottingham,1,0,Liverpool,1,1
536,2024-09-22,13,5,England,Premier League,Away,Nottingham,2,2,Brighton Hove,2,0
537,2024-09-28,14,6,England,Premier League,Home,Nottingham,0,1,Fulham,0,-1
538,2024-10-06,13,7,England,Premier League,Away,Nottingham,1,1,Chelsea,2,0
539,2024-10-21,19,8,England,Premier League,Home,Nottingham,1,0,Crystal Palace,1,1
540,2024-10-25,19,9,England,Premier League,Away,Nottingham,3,1,Leicester City,1,2
541,2024-11-02,15,10,England,Premier League,Home,Nottingham,3,0,West Ham,1,3
542,2024-11-10,14,11,England,Premier League,Home,Nottingham,1,3,Newcastle,0,-2
543,2024-11-23,15,12,England,Premier League,Away,Nottingham,0,3,Arsenal,0,-3
544,2024-11-30,15,13,England,Premier League,Home,Nottingham,1,0,Ipswich Town,1,1
545,2024-12-04,19,14,England,Premier League,Away,Nottingham,0,3,Man City,0,-3
546,2024-12-07,17,15,England,Premier League,Away,Nottingham,3,2,Man United,1,1
547,2024-12-14,17,16,England,Premier League,Home,Nottingham,2,1,Aston Villa,1,1
548,2024-12-21,15,17,England,Premier League,Away,Nottingham,2,0,Brentford,1,2
549,2024-12-26,15,18,England,Premier League,Home,Nottingham,1,0,Tottenham,1,1
550,2024-12-29,15,19,England,Premier League,Away,Nottingham,2,0,Everton,1,2
551,2025-01-06,20,20,England,Premier League,Away,Nottingham,3,0,Wolverhampton,1,3
552,2025-01-14,20,21,England,Premier League,Home,Nottingham,1,1,Liverpool,2,0
553,2025-01-19,14,22,England,Premier League,Home,Nottingham,3,2,Southampton,1,1
554,2025-01-25,15,23,England,Premier League,Away,Nottingham,0,5,Bournemouth,0,-5
555,2025-02-01,12,24,England,Premier League,Home,Nottingham,7,0,Brighton Hove,1,7
556,2025-02-15,15,25,England,Premier League,Away,Nottingham,1,2,Fulham,0,-1
557,2025-02-23,14,26,England,Premier League,Away,Nottingham,3,4,Newcastle,0,-1
558,2025-02-26,19,27,England,Premier League,Home,Nottingham,0,0,Arsenal,2,0
559,2025-03-08,12,28,England,Premier League,Home,Nottingham,1,0,Man City,1,1
560,2025-03-15,15,29,England,Premier League,Away,Nottingham,4,2,Ipswich Town,1,2
561,2025-04-01,19,30,England,Premier League,Home,Nottingham,1,0,Man United,1,1
562,2025-04-05,16,31,England,Premier League,Away,Nottingham,1,2,Aston Villa,0,-1
563,2025-04-12,14,32,England,Premier League,Home,Nottingham,0,1,Everton,0,-1
564,2025-04-21,19,33,England,Premier League,Away,Nottingham,2,1,Tottenham,1,1
565,2025-05-01,18,34,England,Premier League,Home,Nottingham,0,2,Brentford,0,-2
566,2025-05-05,19,35,England,Premier League,Away,Nottingham,1,1,Crystal Palace,2,0
567,2025-05-11,13,36,England,Premier League,Home,Nottingham,2,2,Leicester City,2,0
568,2025-05-18,13,37,England,Premier League,Away,Nottingham,2,1,West Ham,1,1
569,2025-05-25,15,38,England,Premier League,Home,Nottingham,0,1,Chelsea,0,-1
570,2024-08-18,13,1,England,Premier League,Away,Crystal Palace,1,2,Brentford,0,-1
571,2024-08-24,14,2,England,Premier League,Home,Crystal Palace,0,2,West Ham,0,-2
572,2024-09-01,12,3,England,Premier League,Away,Crystal Palace,1,1,Chelsea,2,0
